Sensor Log File flight-s1 flight-s1-7@a.com 104 Hz plugin 300075 base 200600,,,,,,,,,
RECORD,TYPE,DATE,TIME,arx, ary, arz, grx, gry, grz
1790,1,11/17/15,18:52:04,-0.118778,0.131123,0.029525,0.00844,0.113566,0.00522
1791,1,11/17/15,18:52:04,-0.118104,0.149613,0.053108,0.006236,0.108888,0.005406
1792,1,11/17/15,18:52:04,-0.136799,0.157658,0.101428,0.003018,0.103551,0.005685
1793,1,11/17/15,18:52:04,-0.12001,0.146238,0.12454,0.00174,0.09564,0.005829
1794,1,11/17/15,18:52:04,-0.137079,0.140797,0.147554,-0.000366,0.08538,0.00578
1795,1,11/17/15,18:52:04,-0.112403,0.125814,0.186469,-0.000538,0.073145,0.009362
1796,1,11/17/15,18:52:04,-0.129522,0.112323,0.187979,-0.002149,0.058522,0.009459
1797,1,11/17/15,18:52:04,-0.113403,0.101493,0.183394,-0.001178,0.04562,0.011507
1798,1,11/17/15,18:52:04,-0.116886,0.109536,0.172024,-0.000147,0.032359,0.014717
1799,1,11/17/15,18:52:04,-0.102895,0.107706,0.163797,-0.001183,0.022568,0.01683
1800,1,11/17/15,18:52:04,-0.090262,0.104488,0.147772,-0.000818,0.009454,0.014506
1801,1,11/17/15,18:52:04,-0.074625,0.076884,0.128921,-0.002772,0.00238,0.013428
1802,1,11/17/15,18:52:04,-0.052566,0.032742,0.110554,-0.00291,-0.005939,0.013657
1803,1,11/17/15,18:52:04,-0.045322,0.008226,0.117582,0.001034,-0.012053,0.010772
1804,1,11/17/15,18:52:04,-0.026978,-0.019417,0.082221,0.00256,-0.016017,0.009201
1805,1,11/17/15,18:52:04,-0.023929,-0.056169,0.078224,0.00565,-0.018741,0.010743
1806,1,11/17/15,18:52:04,-0.028756,-0.051259,0.082313,0.008005,-0.020789,0.006653
1807,1,11/17/15,18:52:04,-0.021039,-0.005302,0.05817,0.009281,-0.022787,0.003659
1808,1,11/17/15,18:52:04,-0.023762,0.001472,0.057109,0.010363,-0.022749,0.0031
1809,1,11/17/15,18:52:04,-0.016904,0.010092,0.061809,0.012276,-0.02062,0.001099
1810,1,11/17/15,18:52:04,-0.052116,0.02323,0.03346,0.014,-0.017146,-0.002774
1811,1,11/17/15,18:52:04,-0.05161,0.038047,0.020166,0.015789,-0.013687,-0.00333
1812,1,11/17/15,18:52:04,-0.071747,0.078124,-0.001379,0.015761,-0.008898,-0.004652
1813,1,11/17/15,18:52:04,-0.080102,0.080987,-0.006046,0.014401,-0.00175,-0.004139
1814,1,11/17/15,18:52:04,-0.12184,0.09751,-0.007273,0.01148,0.004421,-0.005125
1815,1,11/17/15,18:52:04,-0.083345,0.100488,-0.013381,0.010062,0.012191,-0.004156
1816,1,11/17/15,18:52:04,-0.124758,0.05731,0.023232,0.007145,0.018621,-0.003525
1817,1,11/17/15,18:52:04,-0.126992,0.051835,0.067166,0.008689,0.024561,-0.002265
1818,1,11/17/15,18:52:04,-0.147667,0.030313,0.101763,0.011218,0.027246,0.002276
1819,1,11/17/15,18:52:04,-0.124318,0.030243,0.131077,0.01243,0.026728,0.005121
1820,1,11/17/15,18:52:04,-0.16015,0.022216,0.168147,0.011785,0.023031,0.006815
1821,1,11/17/15,18:52:04,-0.128687,0.04436,0.175151,0.01072,0.017515,0.004379
1822,1,11/17/15,18:52:04,-0.117674,0.072207,0.202875,0.008759,0.011132,0.007608
1823,1,11/17/15,18:52:04,-0.10428,0.106265,0.191001,0.007027,0.006883,0.00663
1824,1,11/17/15,18:52:04,-0.116887,0.086397,0.166708,0.007293,-0.000134,0.007755
1825,1,11/17/15,18:52:04,-0.105282,0.091016,0.14094,0.007248,-0.004821,0.006297
1826,1,11/17/15,18:52:04,-0.088003,0.089875,0.121363,0.005452,-0.008622,0.004698
1827,1,11/17/15,18:52:04,-0.083463,0.072265,0.099162,0.003052,-0.011689,0.004639
1828,1,11/17/15,18:52:04,-0.057629,0.02321,0.092585,0.00076,-0.011037,0.003432
1829,1,11/17/15,18:52:04,-0.071316,-0.003227,0.074239,-0.000139,-0.01259,0.004788
1830,1,11/17/15,18:52:04,-0.064103,-0.015631,0.05219,0.002386,-0.010766,0.003942
1831,1,11/17/15,18:52:04,-0.077362,-0.005228,0.050517,0.004367,-0.008483,0.006336
1832,1,11/17/15,18:52:04,-0.050939,-0.002199,0.034709,0.004351,-0.003607,0.005552
1833,1,11/17/15,18:52:04,-0.045977,0.022349,0.062294,0.006271,-0.000875,0.007323
1834,1,11/17/15,18:52:04,-0.028825,0.035097,0.053733,0.010296,0.002549,0.008429
1835,1,11/17/15,18:52:04,-0.022578,0.036348,0.041756,0.012153,0.005989,0.01119
1836,1,11/17/15,18:52:04,-0.012327,0.045183,0.02977,0.014552,0.008537,0.008019
1837,1,11/17/15,18:52:04,-0.007349,0.058945,0.021052,0.014596,0.012792,0.006784
1838,1,11/17/15,18:52:04,-0.010406,0.078043,0.036092,0.013201,0.015345,0.006376
1839,1,11/17/15,18:52:04,0.005255,0.05904,0.013229,0.013244,0.019601,0.005142
1840,1,11/17/15,18:52:04,0.002923,0.060056,-0.007793,0.01202,0.024733,-0.000098
1841,1,11/17/15,18:52:04,0.043778,0.083627,0.005109,0.009834,0.029623,0.000782
1842,1,11/17/15,18:52:04,0.00544,0.074539,0.020648,0.009271,0.035301,0.005395
1843,1,11/17/15,18:52:04,0.024563,0.081669,0.020189,0.00787,0.038544,0.009297
1844,1,11/17/15,18:52:04,0.054562,0.105388,0.023998,0.008345,0.038538,0.005433
1845,1,11/17/15,18:52:04,0.032801,0.057937,0.095207,0.010035,0.037929,0.003876
1846,1,11/17/15,18:52:04,0.049557,0.07519,0.127944,0.011594,0.037788,-0.001629
1847,1,11/17/15,18:52:04,0.057808,0.121008,0.132267,0.015215,0.03495,-0.001176
1848,1,11/17/15,18:52:04,0.056133,0.123059,0.115288,0.014628,0.031324,0.004377
1849,1,11/17/15,18:52:04,0.116107,0.141319,0.048363,0.013539,0.031633,0.007093
1850,1,11/17/15,18:52:04,0.109235,0.116513,0.004922,0.011846,0.032155,0.008118
1851,1,11/17/15,18:52:04,0.090699,0.080725,0.023473,0.009612,0.031841,0.004304
1852,1,11/17/15,18:52:04,0.087129,0.038468,0.020845,0.007025,0.029688,-0.000322
1853,1,11/17/15,18:52:05,0.069684,-0.011266,0.102743,0.007879,0.026645,-0.002601
1854,1,11/17/15,18:52:05,0.089724,-0.059115,0.139057,0.009818,0.023554,-0.005975
1855,1,11/17/15,18:52:05,0.091794,-0.06118,0.138949,0.014112,0.019107,-0.009131
1856,1,11/17/15,18:52:05,0.076864,-0.076585,0.175342,0.018408,0.015263,-0.008516
1857,1,11/17/15,18:52:05,0.091985,-0.0363,0.143206,0.021622,0.010863,-0.010573
1858,1,11/17/15,18:52:05,0.089606,-0.040352,0.119599,0.022377,0.004615,-0.00847
1859,1,11/17/15,18:52:05,0.101388,-0.023416,0.111166,0.022716,-0.003193,-0.00888
1860,1,11/17/15,18:52:05,0.087692,0.002798,0.056839,0.022363,-0.005117,-0.01023
1861,1,11/17/15,18:52:05,0.09522,0.030639,0.013937,0.022804,-0.008515,-0.007481
1862,1,11/17/15,18:52:05,0.080968,0.070992,0.018008,0.021368,-0.010392,-0.007735
1863,1,11/17/15,18:52:05,0.075046,0.094306,0.002534,0.023309,-0.013305,-0.010036
1864,1,11/17/15,18:52:05,0.090459,0.085421,-0.001314,0.021999,-0.015566,-0.005813
1865,1,11/17/15,18:52:05,0.081363,0.060932,0.007007,0.022793,-0.01807,-0.008181
1866,1,11/17/15,18:52:05,0.076636,0.061133,0.013835,0.025023,-0.019122,-0.012987
1867,1,11/17/15,18:52:05,0.068259,0.052133,0.026967,0.025149,-0.019679,-0.00959
1868,1,11/17/15,18:52:05,0.066452,0.067081,0.017334,0.028046,-0.020886,-0.008852
1869,1,11/17/15,18:52:05,0.064207,0.039935,0.020335,0.02932,-0.022108,-0.00701
1870,1,11/17/15,18:52:05,0.037793,0.041505,0.036641,0.03034,-0.021532,-0.007657
1871,1,11/17/15,18:52:05,0.040545,0.043499,0.066211,0.032948,-0.024689,-0.00496
1872,1,11/17/15,18:52:05,0.009349,0.045874,0.059803,0.034471,-0.028059,-0.002778
1873,1,11/17/15,18:52:05,-0.009144,0.060763,0.063114,0.037142,-0.032176,-0.002695
1874,1,11/17/15,18:52:05,0.004708,0.082096,0.036722,0.03529,-0.034427,0.00206
1875,1,11/17/15,18:52:05,0.010814,0.092954,0.010825,0.028119,-0.034336,0.000934
1876,1,11/17/15,18:52:05,-0.026066,0.111018,0.014677,0.023789,-0.034831,0.001004
1877,1,11/17/15,18:52:05,-0.003371,0.126751,0.006207,0.019037,-0.035877,0.005026
1878,1,11/17/15,18:52:05,-0.013863,0.103857,0.009161,0.016395,-0.03622,0.008385
1879,1,11/17/15,18:52:05,0.016369,0.085467,0.025951,0.013817,-0.037352,0.010209
1880,1,11/17/15,18:52:05,0.010992,0.085654,0.030598,0.009774,-0.035562,0.010484
1881,1,11/17/15,18:52:05,0.008884,0.081687,0.036848,0.007744,-0.036547,0.012842
1882,1,11/17/15,18:52:05,0.019046,0.091731,0.030273,0.005101,-0.036977,0.015669
1883,1,11/17/15,18:52:05,0.013462,0.09631,0.015009,0.002626,-0.034048,0.018526
1884,1,11/17/15,18:52:05,0.018609,0.103822,0.012023,0.002791,-0.030858,0.017477
1885,1,11/17/15,18:52:05,0.018529,0.100286,0.00245,0.000857,-0.028536,0.016015
1886,1,11/17/15,18:52:05,0.034346,0.077341,-0.001075,0.000893,-0.023857,0.017497
1887,1,11/17/15,18:52:05,0.057096,0.046424,0.015797,0.002078,-0.019753,0.017964
1888,1,11/17/15,18:52:05,0.044836,0.014945,0.026094,0.002973,-0.017938,0.018234
1889,1,11/17/15,18:52:05,0.055042,0.010987,0.052535,0.003934,-0.017156,0.015355
1890,1,11/17/15,18:52:05,0.034244,-0.028149,0.05152,0.004827,-0.015674,0.013469
1891,1,11/17/15,18:52:05,0.064782,-0.027458,0.06104,0.007541,-0.015354,0.013419
1892,1,11/17/15,18:52:05,0.039893,-0.028045,0.07548,0.005248,-0.015039,0.010059
1893,1,11/17/15,18:52:05,0.042693,-0.021162,0.069372,0.00525,-0.01579,0.005209
1894,1,11/17/15,18:52:05,0.031053,0.000712,0.076924,0.004295,-0.017406,0.002702
1895,1,11/17/15,18:52:05,0.040526,0.030744,0.057527,0.002001,-0.016841,0.000958
1896,1,11/17/15,18:52:05,0.016202,0.034401,0.038013,0.002413,-0.015791,0.000243
1897,1,11/17/15,18:52:05,0.05353,0.049374,-0.005708,0.00324,-0.013271,0.001508
1898,1,11/17/15,18:52:05,0.058253,0.047365,-0.021563,0.004348,-0.009049,-0.000804
1899,1,11/17/15,18:52:05,0.061765,0.038979,-0.015415,0.005779,-0.007838,-0.004856
1900,1,11/17/15,18:52:05,0.075468,0.005664,-0.02103,0.007558,-0.004285,-0.004855
1901,1,11/17/15,18:52:05,0.08885,0.016968,-0.00502,0.011025,-0.001412,-0.006956
1902,1,11/17/15,18:52:05,0.078027,0.02473,0.00787,0.013951,0.001567,-0.007969
1903,1,11/17/15,18:52:05,0.040311,0.050753,0.033919,0.018155,0.003564,-0.005518
1904,1,11/17/15,18:52:05,0.01618,0.086472,0.032393,0.022964,0.005426,-0.000838
1905,1,11/17/15,18:52:05,-0.013488,0.093274,0.069265,0.026319,0.001643,0.008025
1906,1,11/17/15,18:52:05,-0.045812,0.090851,0.065512,0.029957,-0.000271,0.01439
1907,1,11/17/15,18:52:05,-0.064159,0.097541,0.061209,0.031494,-0.003061,0.020337
1908,1,11/17/15,18:52:05,-0.10384,0.131728,0.077908,0.032188,-0.012549,0.026758
1909,1,11/17/15,18:52:05,-0.169103,0.139905,0.088534,0.031477,-0.019162,0.034941
1910,1,11/17/15,18:52:05,-0.222054,0.194364,0.120379,0.029944,-0.027056,0.049941
1911,1,11/17/15,18:52:05,-0.223756,0.205061,0.126789,0.029486,-0.039741,0.061811
1912,1,11/17/15,18:52:05,-0.266221,0.220197,0.131102,0.026749,-0.051701,0.073011
1913,1,11/17/15,18:52:05,-0.223365,0.213813,0.115873,0.021671,-0.062311,0.084007
1914,1,11/17/15,18:52:05,-0.250769,0.198947,0.085209,0.017832,-0.074198,0.092987
1915,1,11/17/15,18:52:05,-0.238811,0.159287,0.067607,0.013005,-0.082572,0.100329
1916,1,11/17/15,18:52:05,-0.212313,0.120869,0.029665,0.007716,-0.086871,0.109264
1917,1,11/17/15,18:52:05,-0.221028,0.099059,0.016784,0.004288,-0.088739,0.114506
1918,1,11/17/15,18:52:05,-0.194828,0.08002,0.006537,0.00169,-0.092747,0.119543
1919,1,11/17/15,18:52:05,-0.191149,0.044323,0.003642,0.002957,-0.092009,0.12714
1920,1,11/17/15,18:52:05,-0.142444,0.055411,0.011785,0.004559,-0.090404,0.1291
1921,1,11/17/15,18:52:05,-0.141662,0.050061,0.014958,0.006368,-0.085473,0.134418
1922,1,11/17/15,18:52:05,-0.113694,0.082848,0.00644,0.011073,-0.081322,0.14315
1923,1,11/17/15,18:52:05,-0.084202,0.10944,-0.015319,0.013006,-0.072386,0.152806
1924,1,11/17/15,18:52:05,-0.067079,0.12976,-0.019379,0.016278,-0.05802,0.156676
1925,1,11/17/15,18:52:05,-0.06065,0.131252,-0.041194,0.02121,-0.04349,0.163827
1926,1,11/17/15,18:52:05,-0.012432,0.100565,-0.071931,0.024438,-0.025403,0.16658
1927,1,11/17/15,18:52:05,0.004543,0.03147,-0.086833,0.028712,-0.003678,0.166589
1928,1,11/17/15,18:52:05,0.013172,-0.032595,-0.078015,0.033996,0.018047,0.16551
1929,1,11/17/15,18:52:05,0.037357,-0.092836,-0.05755,0.040824,0.039929,0.163874
1930,1,11/17/15,18:52:05,0.00555,-0.1411,-0.01583,0.048123,0.061644,0.160633
1931,1,11/17/15,18:52:05,0.000403,-0.161965,0.020755,0.052206,0.077375,0.150032
1932,1,11/17/15,18:52:05,-0.01097,-0.166904,0.040972,0.054552,0.093572,0.140484
1933,1,11/17/15,18:52:05,-0.087148,-0.163361,0.069018,0.058026,0.109327,0.130462
1934,1,11/17/15,18:52:05,-0.1002,-0.084313,0.081004,0.059777,0.121823,0.122591
1935,1,11/17/15,18:52:05,-0.133559,-0.052863,0.124833,0.062856,0.130489,0.125227
1936,1,11/17/15,18:52:05,-0.190159,-0.043158,0.161029,0.066543,0.138163,0.124143
1937,1,11/17/15,18:52:05,-0.21763,-0.006742,0.21808,0.070883,0.140377,0.115603
